6.32227	"Other"	"CH12"
6.0129	"Other"	"CH12"
4.24501	"Other"	"CH12"
0	"Other"	"CH12"
8.77659	"Other"	"CH12"
5.14455	"Other"	"CH12"
4.83057	"Other"	"CH12"
6.31185	"Other"	"CH12"
8.21058	"Other"	"CH12"
2.93883	"Other"	"CH12"
6.32227	"a_MCKG"	"CH12"
0	"a_MCKG"	"CH12"
0	"a_MCKG"	"CH12"
4.21403	"a_MCKG"	"CH12"
0	"a_MCKG"	"CH12"
5.14003	"a_MCKG"	"CH12"
6.72022	"a_MCKG"	"CH12"
6.0129	"a_MCKG"	"CH12"
1.6131	"a_MCKG"	"CH12"
6.47686	"a_MCKG"	"CH12"
3.78969	"a_MCKG"	"CH12"
3.10355	"Other"	"GM12878"
10.5409	"Other"	"GM12878"
0	"Other"	"GM12878"
7.48395	"Other"	"GM12878"
0	"Other"	"GM12878"
9.35139	"Other"	"GM12878"
9.845	"Other"	"GM12878"
0	"Other"	"GM12878"
2.10096	"Other"	"GM12878"
8.2666	"Other"	"GM12878"
0	"Other"	"GM12878"
5.71326	"Other"	"GM12878"
10.4553	"Other"	"GM12878"
0	"Other"	"GM12878"
4.8142	"Other"	"GM12878"
6.05826	"Other"	"GM12878"
0.486116	"Other"	"GM12878"
9.27475	"a_MCKG"	"GM12878"
0	"a_MCKG"	"GM12878"
4.30394	"a_MCKG"	"GM12878"
8.31334	"a_MCKG"	"GM12878"
0	"a_MCKG"	"GM12878"
0	"a_MCKG"	"GM12878"
0	"a_MCKG"	"GM12878"
0	"a_MCKG"	"GM12878"
10.2828	"a_MCKG"	"GM12878"
0	"a_MCKG"	"GM12878"
5.52889	"a_MCKG"	"GM12878"
2.5411	"a_MCKG"	"GM12878"
2.60045	"a_MCKG"	"GM12878"
4.61757	"Other"	"MEL"
5.25742	"Other"	"MEL"
4.29738	"Other"	"MEL"
0	"Other"	"MEL"
4.04188	"Other"	"MEL"
4.84378	"Other"	"MEL"
4.52953	"Other"	"MEL"
5.34434	"Other"	"MEL"
6.04604	"Other"	"MEL"
2.65912	"Other"	"MEL"
0.374315	"Other"	"MEL"
1.02582	"Other"	"MEL"
5.96322	"Other"	"MEL"
0.0094999	"Other"	"MEL"
0	"Other"	"MEL"
0	"Other"	"MEL"
4.61757	"a_MCKG"	"MEL"
0	"a_MCKG"	"MEL"
0	"a_MCKG"	"MEL"
4.36946	"a_MCKG"	"MEL"
0	"a_MCKG"	"MEL"
4.39071	"a_MCKG"	"MEL"
6.5453	"a_MCKG"	"MEL"
5.25742	"a_MCKG"	"MEL"
1.51361	"a_MCKG"	"MEL"
4.14947	"a_MCKG"	"MEL"
3.45415	"a_MCKG"	"MEL"
4.29738	"a_MCKG"	"MEL"
0.0497062	"a_MCKG"	"MEL"
5.13466	"a_MCKG"	"MEL"
3.65292	"a_MCKG"	"MEL"
5.0574	"a_MCKG"	"MEL"
0	"a_MCKG"	"MEL"
8.325	"a_MCKG"	"MEL"
2.3124	"a_MCKG"	"MEL"
0.00451605	"a_MCKG"	"MEL"
5.28103	"a_MCKG"	"MEL"
5.64286	"Other"	"K562"
10.632	"Other"	"K562"
0	"Other"	"K562"
8.04031	"Other"	"K562"
0	"Other"	"K562"
10.9749	"Other"	"K562"
6.40182	"Other"	"K562"
0	"Other"	"K562"
2.81724	"Other"	"K562"
7.60151	"Other"	"K562"
0	"Other"	"K562"
0.9549	"Other"	"K562"
0.653199	"Other"	"K562"
0	"Other"	"K562"
6.87338	"Other"	"K562"
5.90442	"Other"	"K562"
0.410831	"Other"	"K562"
0	"Other"	"K562"
0	"Other"	"K562"
10.6047	"Other"	"K562"
6.14367	"Other"	"K562"
0	"Other"	"K562"
0	"Other"	"K562"
0	"Other"	"K562"
0	"Other"	"K562"
7.89721	"Other"	"K562"
9.25853	"Other"	"K562"
5.61483	"Other"	"K562"
5.17055	"Other"	"K562"
7.94629	"Other"	"K562"
5.52593	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
0.0200292	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
5.64286	"a_MCKG"	"K562"
10.3887	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
6.75773	"a_MCKG"	"K562"
9.83634	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
9.83634	"a_MCKG"	"K562"
2.039	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
10.8398	"a_MCKG"	"K562"
0.0674891	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
3.81415	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
7.13758	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
8.43061	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
0	"a_MCKG"	"K562"
10.632	"a_MCKG"	"K562"
